fips,state,name,pop2000,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,age_under_5_2010,age_under_5_2017,age_under_18_2010,age_over_65_2010,age_over_65_2017,median_age_2017,female_2010,white_2010,black_2010,black_2017,native_2010,native_2017,asian_2010,asian_2017,pac_isl_2010,pac_isl_2017,other_single_race_2017,two_plus_races_2010,two_plus_races_2017,hispanic_2010,hispanic_2017,white_not_hispanic_2010,white_not_hispanic_2017,speak_english_only_2017,no_move_in_one_plus_year_2010,foreign_born_2010,foreign_spoken_at_home_2010,women_16_to_50_birth_rate_2017,hs_grad_2010,hs_grad_2016,hs_grad_2017,some_college_2016,some_college_2017,bachelors_2010,bachelors_2016,bachelors_2017,veterans_2010,veterans_2017,mean_work_travel_2010,mean_work_travel_2017,broadband_2017,computer_2017,housing_units_2010,homeownership_2010,housing_multi_unit_2010,median_val_owner_occupied_2010,households_2010,households_2017,persons_per_household_2010,persons_per_household_2017,per_capita_income_2010,per_capita_income_2017,metro_2013,median_household_income_2010,median_household_income_2016,median_household_income_2017,private_nonfarm_establishments_2009,private_nonfarm_employment_2009,percent_change_private_nonfarm_employment_2009,nonemployment_establishments_2009,firms_2007,black_owned_firms_2007,native_owned_firms_2007,asian_owned_firms_2007,pac_isl_owned_firms_2007,hispanic_owned_firms_2007,women_owned_firms_2007,manufacturer_shipments_2007,mercent_whole_sales_2007,sales_2007,sales_per_capita_2007,accommodation_food_service_2007,building_permits_2010,fed_spending_2009,area_2010,density_2010,smoking_ban_2010,poverty_2010,poverty_2016,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,uninsured_2017,uninsured_age_under_6_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,age_over_18_2019,age_over_65_2019,age_over_85_2019,age_under_5_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_asian_or_pac_isl_2019,households_speak_limited_english_2019,households_speak_other_2019,households_speak_other_indo_euro_lang_2019,households_speak_spanish_2019,housing_mobile_homes_2019,housing_one_unit_structures_2019,housing_two_unit_structures_2019,hs_grad_2019,mean_household_income_2019,mean_work_travel_2019,median_age_2019,median_household_income_2019,median_individual_income_2019,median_individual_income_age_25plus_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,persons_per_household_2019,pop_2019,poverty_2019,poverty_65_and_over_2019,poverty_under_18_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,uninsured_65_and_older_2019,uninsured_under_19_2019,uninsured_under_6_2019,veterans_2019,white_2019,white_not_hispanic_2019
42077,Pennsylvania,Lehigh County,312090,349497,353394,354920,355634,358126,360505,363113,366494,6.1,5.9,23.7,14.8,15.9,39.4,51.6,79.1,6.1,3.45,0.4,0.11,2.9,1.66,0,0.02,3.92,2.9,1.54,18.8,22.76,71.6,66.5,76.6,85.1,9,20.4,5.4,85.9,88,88.2,25.8,26.1,27,28.9,29.1,27053,7.1,23.5,24.7,78.9,86.5,142613,68.8,23.5,203200,132879,137239,2.52,2.56,27301,31078.13,1,53541,60243,60116,8479,153954,-4.6,20680,27183,4.6,NA,3.5,NA,8.3,29.5,7031570,NA,5081208,15047,546275,589,2185438,345.17,1012.5,partial,11.9,13.8,13.3,21.6,20.1,175800,168063,7737,4.4,178950,168895,10055,5.62,178430,162952,15478,8.67,177192,160908,16284,9.19,179493,163972,15521,8.65,182868,167357,15511,8.48,183305,168957,14348,7.83,183072,171963,11109,6.07,185778,175869,9909,5.33,189074,178969,10105,5.34,7.9,4.6,3.7,0.3,188781,179294,9487,5.03,77.3,16.5,2.5,5.9,3.3,3.09,29.9,7.4,24.5,83.3,77.6,78.2,138714,2.2,6.3,2,3.9,18.5,35.6,2.1,64.4,89,86346,24.8,39.1,63897,30969,41286,0.3,6.2,0,33566,2.56,365052,12.5,7.4,19.5,3.5,5.3,6.5,0.3,3.3,3.
42079,Pennsylvania,Luzerne County,319250,320918,320948,321154,319745,319206,318013,316801,317343,5.2,5,20.2,17.9,19.1,43,51.1,90.7,3.4,2.15,0.2,0.12,1,0.59,NA,0.01,1.66,1.5,0.9,6.7,10.11,88.2,83.8,89.1,88.1,4.1,7.1,5,87,89.19999999999999,89.2,27.9,27.6,20.2,22.1,22.8,30751,8.9,21.8,22.1,71.8,80.8,148748,69.9,20.6,113300,130855,128247,2.36,2.38,23245,27073.95,1,42224,46452,49290,7379,124158,-2.5,15913,22566,1,NA,1.9,NA,2.8,23.6,5708309,2174732,5223747,16746,442900,359,3284998,890.33,360.4,partial,13.7,14.6,15.2,32.1,25.6,159118,151181,7937,4.99,161744,151642,10102,6.25,161298,146781,14517,9,159763,143863,15900,9.95,159843,144500,15343,9.6,160855,145103,15752,9.79,160767,145691,15076,9.38,159038,147381,11657,7.33,158764,148514,10250,6.46,158791,148775,10016,6.31,6.6,2.3,3.4,0.1,158265,148913,9352,5.91,80.3,19.6,3.1,5.1,1.2,2.97,22.9,5.1,11.9,77.5,70.1,71.4,128660,0.7,2.8,0.4,2.7,8.1,32,2.9,68,89.8,69548,22.9,42.8,53473,28094,36929,0.2,3.8,0.1,28972,2.37,317663,14.7,8.4,25.5,2,5.4,5,0.3,2
42081,Pennsylvania,Lycoming County,120044,116111,116671,117188,116577,116282,115580,114708,113841,5.6,5.6,20.9,16.5,17.9,41,51,92.6,4.5,2.47,0.2,0.07,0.6,0.31,NA,0.01,0.23,1.7,0.89,1.3,1.91,91.9,90.74,96.6,86.5,1.4,3.1,5.5,85.9,88.80000000000001,89.5,28,28.1,18.8,20.6,22.1,11068,9.5,19.3,20.2,72.3,83.1,52500,69.8,19.3,119200,46612,45991,2.4,2.38,21802,26920.59,1,42689,48962,50634,2805,43559,-11.9,6292,8851,NA,NA,1.6,NA,1.1,28.3,3358208,701940,1458361,12482,147871,207,951774,1228.59,94.5,partial,14.4,14.6,14,25.7,20.8,59328,56408,2920,4.92,60703,57136,3567,5.88,60009,54723,5286,8.81,59484,54171,5313,8.93,61091,56364,4727,7.74,62752,57815,4937,7.87,61870,57029,4841,7.82,61533,57751,3782,6.15,60904,57216,3688,6.06,58735,54841,3894,6.63,6.5,3.7,4.5,0.1,57623,54369,3254,5.65,79.5,19,2.7,5.5,0.7,2.88,23.4,5,2,77.8,73.4,69.6,45608,0.6,0.5,0.3,2.1,1.4,30.8,6.2,69.2,90.1,68006,NA,41.5,54241,27053,35537,0.2,0.3,0,27950,2.37,114330,13.6,7.7,20.4,1.8,4.8,5.4,0.1,4.2,5.4,9.8,92.1,90.6
42083,Pennsylvania,McKean County,45936,43450,43114,43099,42731,42526,42247,41518,41330,5.5,5,21.1,17,18.2,42.5,49,95.9,2.4,1.32,0.2,0.07,0.4,0.22,NA,0.02,0.3,0.9,0.77,1.7,2.1,94.5,93.53,97,87.9,1,2.9,5.1,88.3,89.6,90.2,24.7,25,15.6,17,17.4,4671,10.3,18.7,21.1,71.1,82.4,21225,74.4,10.9,72300,17324,17199,2.38,2.27,21022,26560.35,0,40097,43082,45866,1076,13482,-11.9,2151,3083,NA,NA,NA,NA,NA,21.1,1394433,NA,422296,9679,40949,35,406262,979.2,44.4,NA,13.9,17.4,17.3,33.6,26.4,21676,20591,1085,5.01,21938,20594,1344,6.13,21188,19016,2172,10.25,20048,18031,2017,10.06,20113,18357,1756,8.73,20270,18570,1700,8.39,19696,18087,1609,8.17,19317,18080,1237,6.4,18979,17825,1154,6.08,18496,17272,1224,6.62,6.2,2.6,4.4,0,18148,17029,1119,6.17,80.2,19,2.9,5,0.5,2.73,18.9,2.5,2.1,76.5,71.4,65.9,17147,0.8,0.2,0.1,1.2,1.3,25.9,7.3,74.1,91.8,64783,22.5,43.2,48647,25302,34840,0.2,0.7,0.1,27023,2.24,41401,16.1,7,26,1.5,6,3.9,0,3,2.4,9.7,94.5,93.5
42085,Pennsylvania,Mercer County,120293,116638,116139,115641,115170,114777,113746,112673,111750,5.1,4.9,21.6,18.5,20.2,44.4,51,91.6,5.8,2.89,0.1,0.05,0.6,0.33,NA,0,0.22,1.5,0.89,1.1,1.39,91,90.31,95.7,87,1.6,4.7,5.4,87.1,89.5,90.1,23.8,23.6,19,21.6,22.3,11179,10.2,20.4,20.8,73.2,81.6,51733,75.3,14.9,101700,46681,45805,2.35,2.32,21765,26894.4,1,42573,49187,47340,2794,44087,-5,6323,9694,NA,NA,NA,NA,0.5,25.6,3463612,NA,1441622,12308,166752,152,1066668,672.58,173.4,comprehensive,13.2,16.1,13.7,26,23.5,55433,52359,3074,5.55,55808,52070,3738,6.7,54749,48642,6107,11.15,53628,48517,5111,9.53,53349,49143,4206,7.88,53939,49863,4076,7.56,53737,49854,3883,7.23,53070,49958,3112,5.86,52997,50107,2890,5.45,52544,49412,3132,5.96,7.4,9.4,7.9,0.3,50990,48200,2790,5.47,80.4,21.2,3.5,4.8,0.7,2.8,22.8,5.7,1.5,78.3,70.8,69.6,46340,0.5,0.5,0.2,3,0.8,27.5,6.9,72.5,89.9,65894,NA,44.7,50696,25932,35124,0.1,0.2,0,27639,2.25,111518,13.9,5.9,23.3,1.9,4.6,5.9,0.4,6.2,7.6,9.7,91.3,90.2
42087,Pennsylvania,Mifflin County,46486,46682,46712,46738,46635,46492,46427,46316,46388,6.3,6.1,23.1,18.5,20.5,43.6,51.1,97.5,0.6,0.33,0.1,0.04,0.4,0.28,NA,0.05,0.15,1,0.6,1.1,1.44,96.8,96.13,91.5,90.5,0.5,9.2,5.9,80.8,83.1,84.3,19.9,20.7,11.1,12.1,12.2,4495,11,21.2,24.1,63.8,76.2,21537,73.4,13,92500,19051,18939,2.42,2.42,19085,23796.69,0,37539,43245,46286,935,12736,-14.3,2559,3349,NA,NA,NA,NA,NA,28.8,950357,NA,526069,11435,36095,79,388689,411.03,113.6,partial,13.9,14.7,13.5,29.8,21,22514,21338,1176,5.22,22790,21297,1493,6.55,22558,20328,2230,9.89,21265,19086,2179,10.25,20998,19129,1869,8.9,21130,19302,1828,8.65,21390,19644,1746,8.16,21095,19743,1352,6.41,20913,19706,1207,5.77,20810,19621,1189,5.71,12.6,19.2,14.9,0.7,20630,19527,1103,5.35,77.5,21.1,2.9,6.2,0.3,2.85,11.9,0.5,1.6,70.6,64.5,64.5,19043,0,1.1,0.3,6.9,1.4,28.7,7.6,71.3,85,62711,NA,44,50219,26254,34250,0.2,0.5,0.1,25469,2.39,46276,13.5,7.8,21.3,1.5,2.9,12.3,2.2,17.1,23.2,9.9,96.9,95.9
42089,Pennsylvania,Monroe County,138687,169842,169961,168775,167588,167547,166835,166516,168046,5.1,4.5,23.9,12.8,15.7,42.6,50.6,77.2,13.2,7.06,0.3,0.22,2.1,1.13,NA,0.01,1.57,2.9,1.54,13.1,14.93,70.5,67.57,84.8,89.4,9.3,14,4.5,88.7,89.6,89.2,29.5,29.1,23.8,23.6,24,14445,7.9,39.6,38.6,80.6,88.9,80359,81.4,8.4,206400,59997,57526,2.74,2.87,24824,26249.48,1,56733,59574,61430,3495,44554,9.5,10110,12976,6.4,NA,3.6,NA,NA,27.4,2656512,NA,2014874,12236,394427,263,2132658,608.29,279.2,none,10.4,12,11.1,15.7,15.1,81613,77608,4005,4.91,84017,78991,5026,5.98,82859,75360,7499,9.05,82725,74676,8049,9.73,82214,74236,7978,9.7,82422,74374,8048,9.76,81588,73955,7633,9.36,79848,73823,6025,7.55,80768,75552,5216,6.46,81912,76791,5121,6.25,8.6,5.7,4.8,0.3,81955,77141,4814,5.87,80.2,16.8,1.6,4.5,2.4,3.46,24.7,14.7,15.9,84.3,81.7,79.2,57098,1.4,2.1,1,5.6,11.1,23,4.2,77,89.6,80849,39.4,42.9,63934,29056,39171,0.3,3,0,29662,2.9,168032,11.2,8.1,14.7,3.1,6,6.5,0.8,4.4,5.7,8,76.3,66.1
42091,Pennsylvania,Montgomery County,750097,799874,805186,808912,812838,815947,817869,820656,826075,5.9,5.6,22.9,15.1,16.7,41.2,51.5,81.1,8.7,4.51,0.1,0.05,6.4,3.67,NA,0.01,0.63,1.9,1.19,4.3,4.88,79,76.58,86.5,89.1,9.3,11.8,5.1,92.6,94,94.1,21.9,21.9,44.2,47.5,48.2,56224,6.6,27.4,28.7,86.6,91.1,325735,74.2,24.1,297200,306661,312805,2.51,2.55,40076,45567.06,1,76380,84156,84791,25944,468429,-5.8,62739,84682,3.3,NA,4.6,NA,NA,25.9,20398758,12012437,15151273,19534,1477987,1061,7097470,483.04,1655.9,none,5.6,6.2,6.4,8.1,7.2,430052,415122,14930,3.47,438010,419127,18883,4.31,425087,396105,28982,6.82,430378,400485,29893,6.95,430366,402414,27952,6.49,435595,407899,27696,6.36,435621,410086,25535,5.86,436596,416265,20331,4.66,440895,422542,18353,4.16,447537,428999,18538,4.14,4.5,2,2.5,0.1,448710,431390,17320,3.86,78.3,17.4,2.7,5.5,7.6,3.08,49.3,9.2,5.1,89.4,86.3,83.1,316206,4.5,2.4,1,6.2,4.1,28.2,0.9,71.8,94.4,125928,29.2,41.2,91546,43022,54754,0.1,1.4,0,48845,2.53,823823,5.9,5,6.9,2.6,3.9,3.6,0.3
42095,Pennsylvania,Northampton County,267066,297735,298277,299171,299194,299882,300466,301760,303405,5.5,5,21.9,15.7,17.8,42,51.2,86.3,5,2.69,0.2,0.18,2.4,1.38,0,0.01,1.05,2.2,1.6,10.5,12.41,81,77.94,87,85.8,6.4,12.5,4.1,87,90.4,90.6,27.4,26.9,26.3,27.9,28.8,24542,7.9,27.5,27.6,79,86.3,120363,75.4,17.2,220800,111929,113827,2.52,2.55,28362,33031.37,1,58762,65730,65390,6270,91604,14,16487,21066,3.2,NA,NA,NA,4.3,28.3,3923120,9815918,3405008,11550,384787,478,2489176,369.67,805.4,none,8.8,9.3,9.2,15.5,13,151894,145194,6700,4.41,153803,145401,8402,5.46,153711,140823,12888,8.38,151874,138549,13325,8.77,152641,140054,12587,8.25,155425,142832,12593,8.1,155780,144263,11517,7.39,155369,146129,9240,5.95,156593,148341,8252,5.27,158885,150671,8214,5.17,6.4,2.2,3,0.4,158727,150948,7779,4.9,79.9,18.6,2.8,4.9,2.8,3.07,30.3,5.7,13.2,82.9,78.8,76.7,114185,1.4,3,0.6,4.5,9.2,28.6,2.1,71.4,90.9,90901,28,42.2,70471,31975,42978,0.2,2.2,0,35270,2.55,302809,8.6,6,13.3,3.5,4.4,4.6,0.3,2.6,2.3,7.4,85.6,76.7
42097,Pennsylvania,Northumberland County,94556,94528,94397,94444,93953,93709,93020,92479,92029,5.6,5.3,20.6,18.5,20,44.3,50.1,95.4,2,1.36,0.2,0.14,0.4,0.17,NA,0.05,0.21,1,0.48,2.4,3.16,94.3,92.99,96.2,88.9,1.2,3.8,6.9,84.2,85.80000000000001,86.2,20.6,20.6,13.5,15,15.4,9944,10,23.3,23.3,67.9,76.8,45125,72.4,15.7,93500,39234,39281,2.31,2.26,20654,25376.99,0,38387,46783,44534,1673,23569,-4.6,4366,6016,NA,NA,1.3,NA,NA,26.1,1420453,587508,797025,8744,54514,124,808808,458.37,206.2,none,14.9,14.6,14.4,27.4,20.6,47308,44904,2404,5.08,48029,44896,3133,6.52,47323,42748,4575,9.67,45371,40859,4512,9.94,44956,40834,4122,9.17,45086,40980,4106,9.11,44731,40819,3912,8.75,43931,40978,2953,6.72,43432,40780,2652,6.11,43962,41219,2743,6.24,7.1,5.2,6.6,0.1,43683,41201,2482,5.68,80.4,20.9,3.3,5.2,0.4,2.76,16.6,2.7,3.5,72.9,67.3,63.4,39075,0.4,0.6,0.1,2.3,1.7,29.2,4.9,70.8,88,62350,NA,44.5,48671,26746,35958,0.4,0.5,0,26389,2.24,91761,13.2,9,18.8,1.4,4.7,4.4,0.4,4.2,3.7,8.9,94.6,92.5
42107,Pennsylvania,Schuylkill County,150336,148289,147461,147023,146490,145157,143885,143335,142569,5.2,4.8,20.1,18.1,19.4,44.2,49.3,94.4,2.7,1.4,0.1,0.08,0.5,0.25,NA,0.01,0.59,1,0.75,2.8,3.84,93.2,91.71,95.5,88.1,1.9,5,5.9,83.6,87.89999999999999,88.3,24.9,25.1,13.6,15.3,16,15658,10.3,25,25.7,71.1,79.3,69323,77.2,12.6,88400,60347,58758,2.34,2.33,21408,25893.99,0,42315,50299,47642,2894,40827,-6.5,6682,8794,0.6,NA,1.8,NA,0.9,27.7,3043381,1070243,1317896,8952,135797,188,1283433,778.63,190.4,partial,11.9,12.8,12.5,21.1,17.6,73592,69906,3686,5.01,74496,69866,4630,6.22,73928,66625,7303,9.88,70688,63196,7492,10.6,70052,63219,6833,9.75,70983,64077,6906,9.73,70245,63785,6460,9.2,68984,64095,4889,7.09,68186,63898,4288,6.29,67579,63409,4170,6.17,6.8,4.7,4.5,0.1,66298,62412,3886,5.86,80.2,20,2.9,4.9,0.5,2.82,16.6,3.2,4.4,76.6,71.7,68.3,58749,0.5,0.5,0.2,2.4,2.9,24.3,3.6,75.7,89.3,65564,26.6,44.4,52280,28165,38382,0.2,1,0,27431,2.3,142674,12.4,8.6,16.6,1.4,5.4,5.2,0.2,4.6,4.7,9.4,93.7,91
42111,Pennsylvania,Somerset County,80023,77742,77304,77051,76679,76292,75553,75070,74501,4.8,4.5,19.5,18.6,20.9,45.9,48.5,96,2.4,1.38,0.1,0.03,0.3,0.19,NA,0.02,0.22,0.6,0.49,1.1,1.42,95.5,94.59,95.9,90.8,0.8,3.6,6,82.9,87.2,87.8,22.5,22.1,14.3,15.5,15.7,7399,9.6,22.8,24.2,67.7,77.6,38113,78.4,11.5,92200,30319,29918,2.46,2.36,19903,24917.37,0,39194,43938,46132,1741,20642,-6.5,4731,6162,NA,NA,NA,NA,NA,27.1,955546,NA,764746,9838,81350,112,715244,1074.37,72.4,partial,12.9,14.1,12.7,22.7,20.1,38870,36732,2138,5.5,39439,36942,2497,6.33,38857,35545,3312,8.52,37151,33593,3558,9.58,36949,33653,3296,8.92,36584,33343,3241,8.86,35811,32504,3307,9.23,35001,32447,2554,7.3,34463,32110,2353,6.83,34184,31728,2456,7.18,7.6,6.9,5.8,0.9,33582,31536,2046,6.09,81.7,21.8,3.3,4.6,0.3,2.84,15.9,2.6,1.5,71.4,67.6,62.2,29644,0.3,0.3,0.2,1.9,1.1,21.9,10.7,78.1,88.2,62531,NA,46.1,49089,25627,32431,0.1,0.4,0,25781,2.33,74361,12.4,7.9,20.3,1.4,4.5,6.8,0.7,6.7,7.4,9.6,95.2,94.3
42117,Pennsylvania,Tioga County,41373,41981,42244,42478,42264,41932,41534,41227,40793,5.3,5.3,20.5,18,20.2,44,51,97.3,0.8,0.29,0.2,0.06,0.4,0.27,NA,0.02,0.14,1,0.67,1,1.24,96.6,96.29,98.6,87.9,1.3,2.3,6,87.1,89.1,89.8,24.5,25,17.7,20.5,20.2,4504,10.6,22.6,23.9,72.3,82.1,21364,74.9,11.1,105700,17182,16121,2.34,2.53,20358,24839.53,0,40338,49004,50017,851,9455,-9.8,2608,3288,NA,NA,NA,NA,NA,22.5,463131,201818,413451,10162,39984,99,354114,1133.79,37,partial,15.8,13.3,13.4,26.1,16.6,20374,19259,1115,5.47,20623,19374,1249,6.06,20410,18431,1979,9.7,20194,18516,1678,8.31,21193,19711,1482,6.99,21727,20071,1656,7.62,21268,19445,1823,8.57,20456,19038,1418,6.93,20330,19006,1324,6.51,19856,18440,1416,7.13,8.7,4.1,5.1,0.4,19220,18069,1151,5.99,80.1,21.5,2.8,5.2,0.6,3,19.1,0.7,1.3,77.1,73.5,66.1,16310,0.4,0.2,0.1,0.7,0.7,27.2,16.5,72.8,90.4,63500,NA,44.6,51324,25397,33893,0.1,0.4,0,26301,2.47,40944,13.2,8.9,16.7,1.4,4.9,7.4,0,5.3,7.4,11.1,96.9,96.1
42121,Pennsylvania,Venango County,57565,54984,54683,54211,53840,53363,52966,52469,51762,5.6,5.3,21.5,18,20.4,46,51.1,97.1,1,0.46,0.2,0.02,0.4,0.19,NA,0,0.08,1.1,0.8,0.9,1.09,96.5,96.08,98.1,87.1,0.7,2.2,5.2,87.3,88.9,89.6,23.1,23.4,14.1,16.5,17.2,5580,11.7,20.9,22.1,72.9,81.7,27464,75,12,76500,22457,21925,2.4,2.36,20522,25342.37,0,39812,41395,46487,1186,17129,-4.3,2934,3755,NA,NA,NA,NA,NA,18,1113025,NA,594243,10846,44284,68,490775,674.28,81.5,partial,15.7,14.6,13.6,25.2,20.5,26073,24791,1282,4.92,26447,24947,1500,5.67,26339,24053,2286,8.68,26428,24182,2246,8.5,26398,24448,1950,7.39,26300,24284,2016,7.67,25270,23307,1963,7.77,24692,23232,1460,5.91,24461,23005,1456,5.95,23720,22000,1720,7.25,7.3,5.7,4.2,0.2,23056,21645,1411,6.12,80.4,21.6,2.1,4.9,0.4,2.8,18.7,0.8,1.1,77.4,70.3,67.5,22050,0.2,0.1,0.1,1.3,0.7,24.9,9.1,75.1,90.2,63012,NA,46.9,49945,26251,33621,0,0.3,0,26969,2.3,51818,12.9,7.6,17.7,1.9,6.1,6.1,0,5.2,7.1,10.7,96.6,95.8
42125,Pennsylvania,Washington County,202897,207820,207968,208230,207992,207925,207747,207341,207298,5.1,5.1,20.5,17.5,19.2,44.4,51.4,94.1,3.3,1.51,0.1,0.06,0.6,0.48,NA,0.01,0.12,1.5,0.96,1.1,1.57,93.4,92.54,97,88.7,1.4,3,5.2,89,91.69999999999999,92.3,24.8,24.8,24.2,28.1,29,19573,9.2,25.6,26.9,77.2,84.4,92977,77.3,14.5,130300,83604,83897,2.42,2.41,26045,32950.62,1,49687,58068,59309,4991,80120,7.9,11946,16589,NA,NA,0.5,NA,0.8,23.2,3672862,2454714,2283225,11097,233718,471,1957674,856.99,242.5,none,10.4,9.7,9.7,14.7,11.7,104070,99305,4765,4.58,106420,100875,5545,5.21,106457,98347,8110,7.62,105278,96763,8515,8.09,105890,98107,7783,7.35,107440,99718,7722,7.19,107008,99583,7425,6.94,106172,100060,6112,5.76,106615,100677,5938,5.57,107289,100730,6559,6.11,5,2.5,2,0.3,106484,100896,5588,5.25,80.4,20.1,2.7,5,1,2.94,30,3.1,1.7,82.3,74.9,74.8,84948,0.6,0.3,0.2,1.9,1.1,24.4,5.1,75.6,93.1,85387,26.7,44.5,63543,31369,42284,0.1,0.2,0,35537,2.38,207212,9.2,7.2,11.1,2,4.8,3.9,0.2,1.7,1.9,8.6,93.6,92.2
42127,Pennsylvania,Wayne County,47722,52822,52700,52204,52146,51987,51713,51230,51205,4.1,4,19,19,22.4,47.7,47.6,94.2,3.1,1.71,0.2,0.14,0.5,0.29,NA,0,0.19,1.1,0.66,3.4,4.15,92,90.97,94.9,89.2,3.4,5.6,4.7,86.7,89.9,89.5,26.3,25.7,17.9,20.5,20.4,5849,10.6,26.8,29.6,74.6,83.6,31653,80.3,5.6,173600,19678,19202,2.45,2.49,22525,25942.97,0,45930,49357,52161,1373,12739,-3.2,3846,5809,NA,NA,NA,NA,NA,26.8,115047,111976,692267,13355,187793,196,448698,725.6,72.8,none,10.9,13.7,11.1,13.8,14.6,25655,24580,1075,4.19,25742,24400,1342,5.21,25640,23736,1904,7.43,23616,21699,1917,8.12,23279,21391,1888,8.11,23121,21260,1861,8.05,22717,20931,1786,7.86,22345,20913,1432,6.41,22268,20972,1296,5.82,22527,21235,1292,5.74,6.6,1.8,3.5,0.1,22528,21384,1144,5.08,83.3,23.5,3.1,4.2,0.6,3.09,20.4,3.2,4.5,78.9,75.4,68.1,18841,0.6,0.4,0.1,3.1,2.8,19,6.8,81,89.6,70356,29.3,48.2,56096,26450,34559,0.2,0.3,0,27412,2.52,51422,11.4,6.7,15,1.9,4.5,5.4,0.1,3.7,3.6,10.5,93.7,90.5
42129,Pennsylvania,Westmoreland County,369993,365169,364494,362891,360804,358962,356995,354788,352627,4.8,4.6,19.9,18.9,21.1,46.6,51.3,95.3,2.3,1.18,0.1,0.04,0.7,0.43,NA,0.01,0.08,1.2,0.8,0.9,1.09,94.8,94.14,97.3,90.7,1.6,3.3,4.7,91.4,93,93.6,27.6,27.7,24,26.9,28,36110,9.5,25.6,26.3,74.8,82.5,168199,76.5,14.4,126800,152640,151892,2.34,2.3,25845,32201.74,1,47689,56544,56702,8955,120610,-6.1,20828,29746,1.2,NA,1.3,NA,0.3,25.2,7076972,5390535,4154689,11441,454326,560,3286560,1027.55,355.4,partial,9.8,9.8,10.3,17.5,14.1,185838,177330,8508,4.58,189007,179023,9984,5.28,188741,174028,14713,7.8,185272,170021,15251,8.23,185894,171892,14002,7.53,187624,173802,13822,7.37,186375,173348,13027,6.99,183230,172700,10530,5.75,182925,173042,9883,5.4,182859,172157,10702,5.85,4.4,1.8,1.9,0.1,181839,172417,9422,5.18,81.5,22.1,3.2,4.5,0.9,2.8,29.1,2.4,1.2,80.4,76.2,71.3,152283,0.5,0.3,0.2,1.9,1.1,22.8,5.2,77.2,94.4,78999,NA,47,60471,31061,41622,0.1,0.3,0,34274,2.26,352590,10,7.3,13.5,1.7,3.9,3.4,0.1,1.3,1.3
42133,Pennsylvania,York County,381751,434972,436702,437483,438926,440444,441822,443809,446078,6.1,5.7,23.5,14,16.3,41,50.7,88.5,5.6,2.84,0.2,0.06,1.2,0.73,NA,0.02,0.65,2,1.24,5.6,6.93,86.2,84.28,92.8,87.2,3.5,6.7,5.5,86.8,88.5,89.1,24.8,25.1,21.5,23.1,23.7,37003,9.1,26.1,27.1,76.4,85.5,178671,76.4,14.3,175500,166600,169667,2.52,2.55,27196,30158.04,1,57494,62305,61707,8647,156561,2.3,24185,33591,NA,NA,1.9,NA,1.6,29.1,11957398,3822893,4942667,11724,527937,1059,4098310,904.18,481.1,none,9,9.8,10.3,16.4,14.9,225424,216856,8568,3.8,229230,218459,10771,4.7,226705,208284,18421,8.13,230398,211054,19344,8.4,230661,213368,17293,7.5,233204,215912,17292,7.41,232147,216521,15626,6.73,230710,218272,12438,5.39,232736,221649,11087,4.76,234956,224099,10857,4.62,6.5,3.9,3.7,0.1,234356,224108,10248,4.37,77.8,17.1,2.1,5.7,1.5,3.01,24.9,5.9,7.5,81.6,76.7,76.7,172421,0.8,1.5,0.3,2.3,5.1,25.1,4.9,74.9,89.9,82723,27.4,41,66457,32447,42285,0.2,1.4,0.1,32623,2.53,445565,9.6,6.8,14,2.5,3.9,5.1,0.3,3.3,3.2,8.5,88
